Study Name	Tungsten_Calibration
Sample Name	2024-04-25
Run Name	spot00
Operator	Angus
Date	4/25/2024
Time	11:07
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	11:08:54 AM
	
Time	Amplitude
1.885000E-8	-1.402049E-2
1.890000E-8	-1.197694E-2
1.895000E-8	-1.000362E-2
1.900000E-8	-8.175907E-3
1.905000E-8	-6.533188E-3
1.910000E-8	-5.222781E-3
1.915000E-8	-4.359454E-3
1.920000E-8	-3.939781E-3
1.925000E-8	-3.977466E-3
1.930000E-8	-4.518758E-3
1.935000E-8	-5.513982E-3
1.940000E-8	-6.865500E-3
1.945000E-8	-8.501367E-3
1.950000E-8	-1.033936E-2
1.955000E-8	-1.223902E-2
1.960000E-8	-1.408045E-2
1.965000E-8	-1.577627E-2
1.970000E-8	-1.722885E-2
1.975000E-8	-1.834398E-2
1.980000E-8	-1.906342E-2
1.985000E-8	-1.934605E-2
1.990000E-8	-1.917133E-2
1.995000E-8	-1.855296E-2
2.000000E-8	-1.751662E-2
2.005000E-8	-1.613256E-2
2.010000E-8	-1.447785E-2
2.015000E-8	-1.262273E-2
2.020000E-8	-1.064769E-2
2.025000E-8	-8.662385E-3
2.030000E-8	-6.815824E-3
2.035000E-8	-5.202225E-3
2.040000E-8	-3.871263E-3
2.045000E-8	-2.855484E-3
2.050000E-8	-2.257664E-3
2.055000E-8	-2.112064E-3
2.060000E-8	-2.406691E-3
2.065000E-8	-3.114139E-3
2.070000E-8	-4.218992E-3
2.075000E-8	-5.664722E-3
2.080000E-8	-7.362255E-3
2.085000E-8	-9.249926E-3
2.090000E-8	-1.124380E-2
2.095000E-8	-1.316573E-2
2.100000E-8	-1.486155E-2
2.105000E-8	-1.626960E-2
2.110000E-8	-1.733334E-2
2.115000E-8	-1.797227E-2
2.120000E-8	-1.814528E-2
2.125000E-8	-1.784894E-2
2.130000E-8	-1.709695E-2
2.135000E-8	-1.590474E-2
2.140000E-8	-1.432711E-2
2.145000E-8	-1.241546E-2
2.150000E-8	-1.029483E-2
2.155000E-8	-8.127944E-3
2.160000E-8	-6.015877E-3
2.165000E-8	-4.032281E-3
2.170000E-8	-2.338173E-3
2.175000E-8	-1.053460E-3
2.180000E-8	-1.849948E-4
2.185000E-8	2.398169E-4
2.190000E-8	1.575953E-4
2.195000E-8	-4.059653E-4
2.200000E-8	-1.384060E-3
2.205000E-8	-2.776688E-3
2.210000E-8	-4.522184E-3
2.215000E-8	-6.488651E-3
2.220000E-8	-8.551043E-3
2.225000E-8	-1.058945E-2
2.230000E-8	-1.244800E-2
2.235000E-8	-1.401707E-2
2.240000E-8	-1.524183E-2
2.245000E-8	-1.604177E-2
2.250000E-8	-1.638779E-2
2.255000E-8	-1.628159E-2
2.260000E-8	-1.569062E-2
2.265000E-8	-1.460290E-2
2.270000E-8	-1.311263E-2
2.275000E-8	-1.131746E-2
2.280000E-8	-9.284185E-3
2.285000E-8	-7.154989E-3
2.290000E-8	-5.089171E-3
2.295000E-8	-3.180944E-3
2.300000E-8	-1.533086E-3
2.305000E-8	-2.535128E-4
2.310000E-8	6.355083E-4
2.315000E-8	1.120273E-3
2.320000E-8	1.139116E-3
2.325000E-8	6.663414E-4
2.330000E-8	-2.346703E-4
